Catalyst ID|MPContribs ID|Formula|Bulk Material ID|Bulk Formula|Adsorbate Smiles|Adsorbate IUPAC Formula|Adsorption Energy|h|k|l|Surface Shift|
random2329353|6162713cdfd6ab1c21469644|Mn20As20H2O|mp-22240|MnAs|*OH2|H2 O1|-1.112|1|2|2|0.056|
random1702628|61627168b5e80ff54a157879|Hg8H2Pd24O|mp-863720|HgPd3|*OH2|H2 O1|-0.029|1|0|0|0.250|
random2183496|61627190dfd6ab1c21469739|Ga36H2N36O|mp-1057086|GaN|*OH2|H2 O1|-2.952|1|0|0|0.125|
random1638098|61627197dfd6ab1c21469770|Ag54H2Au54O|mp-1229092|AgAu|*OH2|H2 O1|-0.030|2|0|1|0.042|
random921391|6162719bdfd6ab1c2146979d|Ti36H2Se36O|mp-568789|TiSe|*OH2|H2 O1|-0.702|2|0|1|0.146|
random1941241|616271b1dfd6ab1c214697fa|Zn36Sn24H2Pt24O|mp-1207463|Zn3(SnPt)2|*OH2|H2 O1|-0.060|1|0|2|0.500|
random2303294|616271b2dfd6ab1c21469811|Hf48Al24H2O|mp-12772|Hf2Al|*OH2|H2 O1|-2.709|2|0|1|0|
random203192|616271b6dfd6ab1c21469835|K12Na24H2O|mp-570786|KNa2|*OH2|H2 O1|-0.373|2|1|1|0.108|
random1042644|61627287dfd6ab1c214698e4|Nb72Al12Ge12H2O|mp-1220344|Nb6AlGe|*OH2|H2 O1|-1.325|1|1|1|0.042|
random1618684|6162728cb5e80ff54a157ac6|Ag16Bi48H2S80O|mp-23474|AgBi3S5|*OH2|H2 O1|-0.259|1|0|-1|0.013|
random2109137|6162728db5e80ff54a157ad8|V24H2Rh40O|mp-1216486|V3Rh5|*OH2|H2 O1|-0.071|0|1|0|0.124|
random943415|6162728fb5e80ff54a157aff|Na48Al16P32H2O|mp-5122|Na3AlP2|*OH2|H2 O1|-1.216|0|1|0|0.098|
random1818717|616272acdfd6ab1c21469938|Tl48Ga48H2Se96O|mp-680555|TlGaSe2|*OH2|H2 O1|-0.099|1|1|1|0.217|
random650802|616272dedfd6ab1c21469a38|Nb24H2Au16O|mp-2123|Nb3Au2|*OH2|H2 O1|-0.187|1|1|2|0.149|
random2188647|616272dedfd6ab1c21469a41|Rb16H2O|mp-1179656|Rb|*OH2|H2 O1|-0.332|1|0|0|0.126|
random1748773|616272f9b5e80ff54a157c27|In30H2Pb18S63O|mp-622755|In10(Pb2S7)3|*OH2|H2 O1|-0.220|1|2|2|0.424|
random1989700|61627304dfd6ab1c21469ab6|Te32H2Pd32O|mp-564|TePd|*OH2|H2 O1|-0.474|1|0|1|0.229|
random1592708|61627363dfd6ab1c21469bf0|Ta24H2S48O|mp-1217915|TaS2|*OH2|H2 O1|-0.054|2|0|1|0|
random458013|61627375dfd6ab1c21469c20|Ca32In16H2O|mp-20669|Ca2In|*OH2|H2 O1|-0.698|2|2|1|0.082|
random2262431|616273a0dfd6ab1c21469c8b|Y6Ge26H2Rh8O|mp-1195758|Y3Ge13Rh4|*OH2|H2 O1|-0.246|1|0|0|0.220|
random2448472|61627467b5e80ff54a158076|Tl8P40H2O|mp-27411|TlP5|*OH2|H2 O1|0.100|0|1|0|0.367|
random484671|6162746bb5e80ff54a1580a3|Ca40H2Au24O|mp-30368|Ca5Au3|*OH2|H2 O1|-0.533|1|1|1|0.109|
random1692616|61627495dfd6ab1c21469e74|Na3V18H2S24O|mp-1221427|Na(V3S4)2|*OH2|H2 O1|-1.267|1|0|0|0.317|
random1438932|616274ccdfd6ab1c21469f8e|Ti24Ag24H2O|mp-1017985|TiAg|*OH2|H2 O1|-0.603|2|1|2|0.253|
random1652400|6162751cdfd6ab1c2146a022|Ta80Ge48H2O|mp-17615|Ta5Ge3|*OH2|H2 O1|-3.291|1|1|2|0.116|
random2296318|61627522dfd6ab1c2146a03f|Zr24Al24H2Rh24O|mp-1215326|ZrAlRh|*OH2|H2 O1|-1.792|1|1|2|0.080|
random2083347|61627524b5e80ff54a1582ed|Ti72H2Pd18O|mp-1217168|Ti4Pd|*OH2|H2 O1|-2.414|0|0|1|0.048|
random843853|61627526b5e80ff54a158309|Zr36Ni4Mo16H2O|mp-1193397|Zr9NiMo4|*OH2|H2 O1|-3.454|1|0|1|0.012|
random1551664|61627527b5e80ff54a158310|Cs16P112H2O|mp-1201790|CsP7|*OH2|H2 O1|-0.320|2|1|1|0.054|
random1381892|6162752ddfd6ab1c2146a0ad|Hf24Ga8H2O|mp-1184650|Hf3Ga|*OH2|H2 O1|-0.505|0|0|1|0.125|
random566373|61627543dfd6ab1c2146a0d0|Te48H2Au24O|mp-20123|Te2Au|*OH2|H2 O1|-0.080|1|2|2|0.311|
random1688646|6162755cdfd6ab1c2146a143|Al27H2O|mp-134|Al|*OH2|H2 O1|-0.001|1|1|1|0.167|
random1800772|6162755cdfd6ab1c2146a14f|Y40H86O|mp-32697|Y10H21|*OH2|H2 O1|-2.267|0|1|0|0.462|
random2199904|61627564b5e80ff54a158428|Si48H2Ru32O|mp-22192|Si3Ru2|*OH2|H2 O1|0.038|1|1|0|0.006|
random1564641|61627573b5e80ff54a15846f|Zr24Re48H2O|mp-12109|ZrRe2|*OH2|H2 O1|-2.408|2|1|1|0.156|
random1410901|61627582dfd6ab1c2146a1ad|Tc20H2Cl60O|mp-1078708|TcCl3|*OH2|H2 O1|-0.521|2|2|-1|0.068|
random858304|616275a4dfd6ab1c2146a253|Zn16Cu48H2O|mp-1215518|ZnCu3|*OH2|H2 O1|-0.036|0|0|1|0.377|
random2154915|616275adb5e80ff54a158523|Y12Ag36H2O|mp-1187811|YAg3|*OH2|H2 O1|-0.078|2|1|0|0.042|
random1443763|616275b1b5e80ff54a15854a|Ti16Al16H2Pd32O|mp-865441|TiAlPd2|*OH2|H2 O1|-0.901|1|0|0|0.125|
random1747541|616275b3dfd6ab1c2146a286|V36H2Rh36O|mp-1251|VRh|*OH2|H2 O1|-0.962|2|1|0|0.083|
random268010|616275dbb5e80ff54a1585e7|Hf36H2O|mp-100|Hf|*OH2|H2 O1|-2.760|1|0|0|0.250|
random1602091|616275dbdfd6ab1c2146a2ef|Ta16Ga48H2O|mp-11416|TaGa3|*OH2|H2 O1|-0.518|1|1|1|0.062|
random475606|616275dddfd6ab1c2146a305|Al24Ni90Sb6H2O|mp-1228500|Al4Ni15Sb|*OH2|H2 O1|-1.029|2|1|2|0.114|
random1848257|616275e1b5e80ff54a158609|Zr36H38O|mp-632219|ZrH|*OH2|H2 O1|-1.972|1|0|2|0.083|
random1481491|61627676b5e80ff54a158651|Hf30Zn6Sb18H2O|mp-9952|Hf5ZnSb3|*OH2|H2 O1|-0.683|1|1|1|0.019|
random1572885|61627676b5e80ff54a158659|K24H2Se12O|mp-8426|K2Se|*OH2|H2 O1|-0.565|2|1|0|0.042|
random1937529|6162767cdfd6ab1c2146a367|Ti72Sb36P36H2O|mp-5244|Ti2SbP|*OH2|H2 O1|-0.642|2|0|1|0.229|
random1597197|616276adb5e80ff54a15876e|Cr24Fe12H2Se48O|mp-5749|Cr2FeSe4|*OH2|H2 O1|0.670|1|0|1|0.125|
random922561|616276beb5e80ff54a1587e5|Ti24Al66Ni6H2O|mp-1217228|Ti4Al11Ni|*OH2|H2 O1|-0.414|2|1|1|0.273|
random2062188|616276c4b5e80ff54a1587f7|Sc36H2Au36O|mp-11256|ScAu|*OH2|H2 O1|-2.539|2|1|0|0.083|
random1513830|616276dfb5e80ff54a158881|Nb36H2Pt12O|mp-2663|Nb3Pt|*OH2|H2 O1|-1.908|2|1|0|0.042|
random1858613|616276e5b5e80ff54a1588f7|Mn12Tc24Sb12H2O|mp-1186002|MnTc2Sb|*OH2|H2 O1|-0.050|1|1|1|0.042|
random720292|616276f1b5e80ff54a158935|Zr48Co24Si48H2O|mp-4022|Zr2CoSi2|*OH2|H2 O1|-2.401|1|0|-1|0.053|
random1532840|61627711b5e80ff54a15896f|Zr40H2Se60O|mp-1215598|Zr2Se3|*OH2|H2 O1|0.370|2|2|-1|0.024|
random1497599|61627716dfd6ab1c2146a47c|Si72H2Os48O|mp-16608|Si3Os2|*OH2|H2 O1|-0.028|1|2|0|0.333|
random2022708|6162773db5e80ff54a158a19|Sr12Cd24H2Pd12O|mp-1078825|SrCd2Pd|*OH2|H2 O1|-1.638|0|2|1|0.103|
random1776994|61627743b5e80ff54a158a6a|V48H2C48O|mp-1282|VC|*OH2|H2 O1|-0.175|1|1|0|0.125|
random1059276|61627746b5e80ff54a158a9c|Bi16H2O|mp-23152|Bi|*OH2|H2 O1|0.406|1|0|1|0.500|
random1547604|61627755dfd6ab1c2146a518|Co32Sb32H2S32O|mp-1191202|CoSbS|*OH2|H2 O1|1.503|0|1|1|0.209|
random1487798|61627755dfd6ab1c2146a51b|Ta18Fe48Si6H2O|mp-1218037|Ta3Fe8Si|*OH2|H2 O1|-0.852|2|1|2|0.243|
random969256|6162775bb5e80ff54a158ade|Na48Cd16H2O|mp-983509|Na3Cd|*OH2|H2 O1|-0.377|1|0|2|0|
random1208795|61627781dfd6ab1c2146a5a2|Ti32Tc16H2Pd16O|mp-865931|Ti2TcPd|*OH2|H2 O1|-0.632|2|1|1|0.062|
random1835112|61627782dfd6ab1c2146a5ac|Zn48H2Rh16O|mp-865342|Zn3Rh|*OH2|H2 O1|0.325|1|1|1|0.062|
random921763|616277b7b5e80ff54a158c59|Cd16Si16As32H2O|mp-3078|CdSiAs2|*OH2|H2 O1|-0.905|1|1|2|0.188|
random2043090|616277c1dfd6ab1c2146a6d2|Co16Tc48H2O|mp-865733|CoTc3|*OH2|H2 O1|-0.097|1|0|2|0|
random528437|616277c3dfd6ab1c2146a6df|Na16Zn24H2S32O|mp-1024072|Na2Zn3S4|*OH2|H2 O1|0.252|1|1|0|0.014|
random1833526|616277d6b5e80ff54a158c7a|Y16Re16H2N48O|mp-989647|YReN3|*OH2|H2 O1|-1.249|0|1|1|0.087|
random538636|616277dcb5e80ff54a158ca7|Sc40H2Ru20Pt20O|mp-862371|Sc2RuPt|*OH2|H2 O1|-0.497|2|2|1|0.025|
random2020376|616278c0dfd6ab1c2146a8b6|Ca16Cu8Ag8H2O|mp-1227346|Ca2CuAg|*OH2|H2 O1|-0.282|1|1|0|0.713|
random2111471|616278c5dfd6ab1c2146a8ec|Ni64H2O|mp-10257|Ni|*OH2|H2 O1|-0.078|1|0|1|0|
random1618433|6162798db5e80ff54a158e6d|Al12H2Cl36O|mp-25469|AlCl3|*OH2|H2 O1|-0.665|0|2|1|0.061|
random1214156|616279c2dfd6ab1c2146aa9c|Al60H2Pt40O|mp-10905|Al3Pt2|*OH2|H2 O1|-1.385|2|1|2|0.033|
random1894743|616279cedfd6ab1c2146ab0b|Ta12H2Pd6S36O|mp-8435|Ta2PdS6|*OH2|H2 O1|-0.077|1|0|0|0.250|
random1014446|616279f9b5e80ff54a158ff6|V60H2Ru20O|mp-865382|V3Ru|*OH2|H2 O1|-1.534|2|2|1|0.025|
random460147|616279fbdfd6ab1c2146ab3e|K24H2S12O|mp-559278|K2S|*OH2|H2 O1|-0.779|2|1|1|0.153|
random1426938|616279fbdfd6ab1c2146ab47|Rb16Fe16H2S32O|mp-1078517|RbFeS2|*OH2|H2 O1|-0.110|0|0|1|0.161|
random1746255|61627a29dfd6ab1c2146abca|Ti48Zn24H2O|mp-1014229|Ti2Zn|*OH2|H2 O1|-1.490|2|1|1|0.167|
random2250929|61627a52b5e80ff54a15913e|Te36H2W27S18O|mp-1025587|Te4W3S2|*OH2|H2 O1|-0.273|1|0|1|0.043|
random1675332|61627a54b5e80ff54a15915b|Ti24Zn72H2O|mp-21289|TiZn3|*OH2|H2 O1|-0.771|1|1|0|0.125|
random1761663|61627a87b5e80ff54a15925b|Fe6Ni6H2Se24O|mp-1224875|FeNiSe4|*OH2|H2 O1|0.092|1|1|1|0.021|
random838292|61627aacb5e80ff54a1592ba|H2Rh24Se36O|mp-1105666|Rh2Se3|*OH2|H2 O1|-0.550|2|1|0|0.167|
random896203|61627ab2b5e80ff54a1592eb|V24H2Ir24O|mp-1178808|VIr|*OH2|H2 O1|-0.458|1|0|0|0.139|
random2479283|61627ab4dfd6ab1c2146adb7|Mo18H2Se36O|mp-7581|MoSe2|*OH2|H2 O1|-0.053|1|0|1|0.538|
random1314442|61627adbdfd6ab1c2146ae13|Y16Ti32H2S64O|mvc-16790|Y(TiS2)2|*OH2|H2 O1|-0.263|0|0|1|0.245|
random836513|61627af8dfd6ab1c2146ae67|Te48H2Pb96S48O|mp-1217283|TePb2S|*OH2|H2 O1|0.572|2|2|1|0.021|
random615290|61627b0eb5e80ff54a159478|Mo16H2Ru48O|mp-975834|MoRu3|*OH2|H2 O1|-0.021|1|0|0|1.000|
random387401|61627b15b5e80ff54a1594c7|Hf24H2Pb8O|mp-1184772|Hf3Pb|*OH2|H2 O1|-0.131|0|0|1|0.125|
random650226|61627bb2b5e80ff54a159525|Fe16H2Se32O|mp-760|FeSe2|*OH2|H2 O1|-0.180|1|1|2|0.070|
random891255|61627bc8b5e80ff54a1595c4|K32Sb64H2O|mp-29055|KSb2|*OH2|H2 O1|-0.385|1|2|0|0.125|
random1771151|61627ccfdfd6ab1c2146b08d|Y8Al56Cu40H2O|mp-1216017|YAl7Cu5|*OH2|H2 O1|-0.683|1|1|0|0.211|
random1688890|61627cd9dfd6ab1c2146b0ba|Cd16H2S16O|mp-672|CdS|*OH2|H2 O1|-0.130|1|0|1|0.125|
random1661626|61627ce9b5e80ff54a159829|Al40Co40H2O|mp-284|AlCo|*OH2|H2 O1|-1.587|2|2|1|0.050|
random1773731|61627cedb5e80ff54a15985f|Ti16Nb16Fe64H2O|mp-1216848|TiNbFe4|*OH2|H2 O1|-0.167|2|0|1|0.086|
random642364|61627cefb5e80ff54a159878|Fe72H2O|mp-150|Fe|*OH2|H2 O1|-0.491|2|1|0|0.083|
random1187608|61627cf4b5e80ff54a1598b3|Y16Si16H2Pt32O|mp-1188158|YSiPt2|*OH2|H2 O1|-0.074|2|2|1|0.043|
random551279|61627d13b5e80ff54a1598bf|Cr24As24H2Ru24O|mp-1213816|CrAsRu|*OH2|H2 O1|0.718|1|1|1|0.167|
random1442536|61627d16dfd6ab1c2146b174|H2Pb24O|mp-20745|Pb|*OH2|H2 O1|-0.037|2|1|0|0.167|
random2082102|61627d18b5e80ff54a1598e9|Na12Al12Si12H2O|mp-27335|NaAlSi|*OH2|H2 O1|-1.165|1|0|2|0.250|
random912300|61627d1adfd6ab1c2146b187|Na24Hg8H2O|mp-1186050|Na3Hg|*OH2|H2 O1|-0.328|1|0|0|0.250|
random966936|61627d4adfd6ab1c2146b1fe|H2C64O|mp-48|C|*OH2|H2 O1|-5.252|1|0|2|0|
random1645891|61627d4bb5e80ff54a1599b5|Mn12In12Ni24H2O|mp-22731|MnInNi2|*OH2|H2 O1|0.178|1|1|1|0.125|
random1311757|61627d51dfd6ab1c2146b260|Rb36Zn12H62O|mp-643651|Rb3ZnH5|*OH2|H2 O1|-0.485|1|1|1|0.050|
random2221889|61627d7ab5e80ff54a159a08|Ge32H2O|mp-32|Ge|*OH2|H2 O1|-1.811|1|0|0|0.125|
random1375791|61627d7eb5e80ff54a159a24|Na30H2Au6Se72O|mp-29198|Na5AuSe12|*OH2|H2 O1|-1.093|1|2|-2|0.171|
random2350876|61627daeb5e80ff54a159aad|Nb18Bi3Te24H2O|mp-1220488|Nb6BiTe8|*OH2|H2 O1|-0.403|1|0|0|0.084|
random396741|61627dd0dfd6ab1c2146b429|Ta18Ga54H2O|mp-11416|TaGa3|*OH2|H2 O1|-0.000|0|0|1|0.125|
random1293743|61627dd6dfd6ab1c2146b45b|Mn32Zn32H2N64O|mp-1245537|MnZnN2|*OH2|H2 O1|-0.561|1|1|2|0.167|
random2485395|61627e01dfd6ab1c2146b548|Ni16Te16H2O|mp-203|NiTe|*OH2|H2 O1|-0.028|1|0|0|0.500|
random1331500|61627e02dfd6ab1c2146b54e|Hf12Ge12Te48H2O|mp-567817|HfGeTe4|*OH2|H2 O1|1.844|0|2|1|0.207|
random2190738|61627e09b5e80ff54a159b8c|Zn45H2S45O|mp-554405|ZnS|*OH2|H2 O1|-0.159|1|0|-2|0.483|
random2055082|61627e16dfd6ab1c2146b573|Ti24Zn24Cu48H2O|mp-1216661|TiZnCu2|*OH2|H2 O1|-0.964|2|1|1|0.126|
random2411833|61627ebfb5e80ff54a159c46|Co18H2Pt54O|mp-922|CoPt3|*OH2|H2 O1|-0.044|1|0|0|0.250|
random647317|61627ec2dfd6ab1c2146b60b|Mn24Cr24P16H2O|mp-1221876|Mn3Cr3P2|*OH2|H2 O1|-0.458|2|1|-1|0.356|
random2046860|61627f1db5e80ff54a159dab|Sc12Cu36H2O|mp-973100|ScCu3|*OH2|H2 O1|-1.052|1|1|1|0.125|
random2103551|61627f29dfd6ab1c2146b7bc|Y24In40H2O|mp-1105835|Y3In5|*OH2|H2 O1|-0.957|2|1|1|0.014|
random768961|61627f49dfd6ab1c2146b7f7|Mn24Ni24P48H2O|mp-1221342|MnNiP2|*OH2|H2 O1|0.167|1|0|1|0.309|
random809395|61627f54dfd6ab1c2146b88f|P32H2Os16O|mp-2319|P2Os|*OH2|H2 O1|-0.381|1|1|2|0.064|
random1290304|61627f67b5e80ff54a159e65|Al24Bi12H2Se48O|mp-571623|Al2BiSe4|*OH2|H2 O1|-0.070|1|1|1|0.008|
random2136574|61627f84b5e80ff54a159f13|As40H2Rh20O|mp-15954|As2Rh|*OH2|H2 O1|-0.287|2|2|1|0.023|
random732835|61627f89b5e80ff54a159f43|Ca12P24H2Ru24O|mp-5157|Ca(PRu)2|*OH2|H2 O1|-1.536|2|1|1|0.167|
random1787928|61627f9db5e80ff54a159fd4|Na24H2Pd8O|mp-1186067|Na3Pd|*OH2|H2 O1|-1.213|0|0|1|0.125|
random1703673|61628039b5e80ff54a15a00a|Cs12H2O|mp-1007976|Cs|*OH2|H2 O1|-0.272|1|0|2|0.021|
random152456|6162803fb5e80ff54a15a07e|H2W36O|mp-91|W|*OH2|H2 O1|-0.089|1|1|0|0.250|
random1035847|6162803fdfd6ab1c2146b94c|Ti18H2Pd54O|mp-636328|TiPd3|*OH2|H2 O1|-0.126|2|1|0|0.083|
random1991862|61628074dfd6ab1c2146b981|Ca40Si24H2O|mp-793|Ca5Si3|*OH2|H2 O1|-0.419|1|1|2|0.017|
random753829|616280a3b5e80ff54a15a22d|In20H2Cl36O|mp-28112|In5Cl9|*OH2|H2 O1|-0.449|1|0|1|0.120|
random2127493|616280a9b5e80ff54a15a28c|V36Re12H2O|mp-865385|V3Re|*OH2|H2 O1|-1.273|1|1|1|0.042|
random1314841|616280d6b5e80ff54a15a336|Tc48H2Ru16O|mp-861630|Tc3Ru|*OH2|H2 O1|-0.678|1|0|2|0.250|
random1496058|616280dab5e80ff54a15a366|Cr80H2O|mp-90|Cr|*OH2|H2 O1|-0.559|2|2|1|0.050|
random1424251|616280dddfd6ab1c2146ba60|Sr8Sn16Hg16H2O|mp-1078257|Sr(SnHg)2|*OH2|H2 O1|-0.131|0|0|1|0.186|
random1811843|6162810fdfd6ab1c2146bacb|Rb24Te12H2O|mp-568745|Rb2Te|*OH2|H2 O1|-0.430|0|1|2|0.085|
random1415020|61628122b5e80ff54a15a405|Zr12Te36H2O|mp-2089|ZrTe3|*OH2|H2 O1|0.015|1|0|1|0.175|
random495635|616281f1b5e80ff54a15a56a|Sn48H2S72O|mp-1509|Sn2S3|*OH2|H2 O1|-0.082|0|2|1|0.095|
random1738792|616281f2b5e80ff54a15a57e|Bi27H2O|mp-567597|Bi|*OH2|H2 O1|-0.012|1|0|0|0|
random1706610|616281f2b5e80ff54a15a589|Hf12Ga36H2O|mp-11387|HfGa3|*OH2|H2 O1|-0.575|1|0|1|0.375|
random1218262|616281f8b5e80ff54a15a5f2|Zr24Ga8Co4H2O|mp-22167|Zr6Ga2Co|*OH2|H2 O1|-0.740|2|1|1|0.146|
random576820|616281f9dfd6ab1c2146bbb6|Hf16Cu48H2O|mp-1184704|HfCu3|*OH2|H2 O1|-0.294|2|0|1|0.062|
random1515894|61628228dfd6ab1c2146bc25|K16H2Se8O|mp-8426|K2Se|*OH2|H2 O1|-0.285|1|0|0|0.125|
random1407214|6162822db5e80ff54a15a682|Cs8H2S24O|mp-1188913|CsS3|*OH2|H2 O1|-0.157|1|0|0|0.157|
random1398406|6162822eb5e80ff54a15a68c|Zr24Ge48H2O|mp-2430|ZrGe2|*OH2|H2 O1|0.436|1|1|0|0.177|
random1448411|61628232b5e80ff54a15a6bd|Ca64As96H2O|mp-31010|Ca2As3|*OH2|H2 O1|-0.417|2|2|1|0.058|
random2029347|6162825cdfd6ab1c2146bc96|Te32H2Ir16O|mp-569322|Te2Ir|*OH2|H2 O1|-0.053|1|0|1|0.250|
random1723742|6162825ddfd6ab1c2146bca9|Hf32H2Se48O|mp-1224485|Hf2Se3|*OH2|H2 O1|-3.434|0|1|1|0.399|
random1435079|61628295b5e80ff54a15a7e2|Sr16Si48H2Au16O|mp-1067925|SrSi3Au|*OH2|H2 O1|-0.177|1|1|1|0.033|
random542698|61628295dfd6ab1c2146bdbc|Ca16Hg48H2O|mp-1091387|CaHg3|*OH2|H2 O1|-0.062|2|1|2|0.062|
random2042893|616282e8dfd6ab1c2146bedc|Zr36Co12H2O|mp-30619|Zr3Co|*OH2|H2 O1|-1.481|1|1|0|0.346|
random2041260|616282ebdfd6ab1c2146bee8|Sc24H2Os6Cl24O|mp-1105775|Sc4OsCl4|*OH2|H2 O1|-0.719|1|1|1|0.051|
random1382855|616282f6dfd6ab1c2146bf0d|Tl8As8H2Pd40O|mp-11873|TlAsPd5|*OH2|H2 O1|-0.042|1|1|1|0.052|
random1425268|6162832fdfd6ab1c2146bfd4|K32H2O|mp-1184808|K|*OH2|H2 O1|-0.391|2|1|1|0.031|
random1568575|61628349dfd6ab1c2146bfe1|Si16P16H2Ru4O|mp-14983|Si4P4Ru|*OH2|H2 O1|0.101|1|1|-2|0.105|
random1634882|616283f8b5e80ff54a15ab37|Cd24P24H2Se72O|mp-1079559|CdPSe3|*OH2|H2 O1|-2.992|0|0|1|0.139|
random1253887|6162841fb5e80ff54a15ab76|Sc16Ni48H2O|mp-1186988|ScNi3|*OH2|H2 O1|-0.636|1|0|0|0.500|
random1046141|61628434dfd6ab1c2146c198|As72H2Rh24O|mp-8182|As3Rh|*OH2|H2 O1|-0.054|2|1|0|0.074|
random1709821|6162843bb5e80ff54a15abd3|Hg50H2Pd20O|mp-30721|Hg5Pd2|*OH2|H2 O1|-0.059|2|2|1|0.022|
random1432019|61628510b5e80ff54a15acc6|Tc18H2Pt54O|mp-972326|TcPt3|*OH2|H2 O1|-0.571|0|0|1|0.125|
random1442903|61628515dfd6ab1c2146c27c|Zr24H2Rh24O|mp-2808|ZrRh|*OH2|H2 O1|-0.667|1|1|0|0.250|
random1571864|61628543dfd6ab1c2146c2e7|Zr40Si8Sb24H2O|mp-542816|Zr5SiSb3|*OH2|H2 O1|-0.662|1|1|0|0.118|
random1544939|61628546dfd6ab1c2146c330|Zn48H2Pt16O|mp-865355|Zn3Pt|*OH2|H2 O1|0.351|1|1|1|0.062|
random473948|61628581b5e80ff54a15adf3|Ta60Si36H2O|mp-570287|Ta5Si3|*OH2|H2 O1|-0.722|1|1|1|0.076|
random610314|61628666b5e80ff54a15afac|Y32Ga96H2Pd8O|mp-5376|Y4Ga12Pd|*OH2|H2 O1|-0.128|2|1|1|0.031|
random838448|6162866bdfd6ab1c2146c4dc|P12H2Ir12S12O|mp-1220004|PIrS|*OH2|H2 O1|-0.242|1|1|1|0.240|
random2371266|6162868adfd6ab1c2146c52d|Ti40P24H2O|mp-680570|Ti5P3|*OH2|H2 O1|-0.830|1|1|0|0.099|
random1885798|616286bddfd6ab1c2146c5de|Zr16Ga48H2O|mp-1080001|ZrGa3|*OH2|H2 O1|-0.010|0|0|1|0.122|
random1839368|616286c0dfd6ab1c2146c5ed|Ta20Ge20H2Ru40O|mp-1187233|TaGeRu2|*OH2|H2 O1|-0.582|2|2|1|0.025|
random1733258|616286d2b5e80ff54a15b126|Sc36H110O|mp-973053|ScH3|*OH2|H2 O1|-2.780|1|0|0|0.125|
random551809|616286e1dfd6ab1c2146c656|Sn72H2Pd24O|mp-1371|Sn3Pd|*OH2|H2 O1|-0.044|2|1|1|0.041|
random1634768|616286f0dfd6ab1c2146c682|Ti36Zn12H2O|mp-866186|Ti3Zn|*OH2|H2 O1|-0.728|2|1|0|0.083|
random1101950|61628712b5e80ff54a15b200|Sc24In48H2O|mp-1206268|ScIn2|*OH2|H2 O1|-0.249|2|1|1|0.083|
random893189|61628723b5e80ff54a15b233|Ge24H2N32O|mp-672289|Ge3N4|*OH2|H2 O1|-0.648|1|0|0|0.500|
random1018898|61628724b5e80ff54a15b23e|Y36H74O|mp-24650|YH2|*OH2|H2 O1|-1.878|1|0|0|0.125|
random2289442|61628745b5e80ff54a15b27e|Al88Cr32H2O|mp-1214894|Al11Cr4|*OH2|H2 O1|0.037|0|2|1|0.066|
random1564808|6162874ab5e80ff54a15b290|Re36H2Os36O|mp-1219509|ReOs|*OH2|H2 O1|-1.260|2|1|1|0.194|
random769250|61628771b5e80ff54a15b30b|Fe32Si64H2O|mp-1714|FeSi2|*OH2|H2 O1|-0.068|1|0|0|0.119|
random492010|61628799b5e80ff54a15b371|Cs16H18O|mp-632319|CsH|*OH2|H2 O1|-0.805|1|1|0|0.250|
random1279932|6162a0c78ad40a12ab09685d|Sc24P24H2O|mp-2807|ScP|*OH2|H2 O1|-3.135|2|1|1|0.063|
random1579521|6162a0cd3a687e3cf0cbfe94|Co16Ge32H2O|mp-30045|CoGe2|*OH2|H2 O1|-0.014|1|0|1|0.125|
random1402173|6162a1013a687e3cf0cbff0a|Ta48Ge16H2O|mp-17728|Ta3Ge|*OH2|H2 O1|-0.424|1|1|1|0.081|
random1119327|6162a1013a687e3cf0cbff12|Y12Te12H2O|mp-865430|YTe|*OH2|H2 O1|-0.774|1|0|2|0|
random637704|6162a1043a687e3cf0cbff50|Fe28Mo24H2O|mp-569594|Fe7Mo6|*OH2|H2 O1|-1.519|1|1|0|0.126|
random853739|6162a1048ad40a12ab096937|Bi16H2Se32O|mp-1095302|BiSe2|*OH2|H2 O1|-0.097|2|0|-1|0.076|
random1505443|6162a1303a687e3cf0cbff9c|Ca10Sn30H2O|mp-11290|CaSn3|*OH2|H2 O1|-0.542|2|2|1|0.050|
random2275510|6162a1333a687e3cf0cbffc7|Sn64H2Pd16O|mp-2128|Sn4Pd|*OH2|H2 O1|-0.003|1|2|1|0.011|
random2103920|6162a1338ad40a12ab0969cd|Hf24Cr24Si24H2O|mp-1102342|HfCrSi|*OH2|H2 O1|-0.539|0|1|1|0.074|
random1389724|6162a1363a687e3cf0cbffd9|Tl144H2S72O|mp-556516|Tl2S|*OH2|H2 O1|-0.329|2|2|1|0.025|
random15816|6162a1493a687e3cf0cbfff4|Si32H2Ir16O|mp-1206741|Si2Ir|*OH2|H2 O1|-0.099|1|1|0|0.125|
random2235380|6162a1648ad40a12ab096a3b|Te48H2Ir24O|mp-10844|Te2Ir|*OH2|H2 O1|-0.048|2|1|0|0.105||
random1503067|6162a1678ad40a12ab096a6e|Ni72H2O|mp-10257|Ni|*OH2|H2 O1|-0.455|2|1|0|0.167|
random2198175|6162a1833a687e3cf0cc00e4|Zr12Ti12H2S48O|mp-1215189|ZrTiS4|*OH2|H2 O1|0.921|2|-1|2|0.062|
random1072321|6162a2048ad40a12ab096c67|Zr16Cu48H2O|mp-1188040|ZrCu3|*OH2|H2 O1|-0.410|1|0|0|0.227|
